24Hours,Year,JulianDay,Time,Air Temp(¡É),RH(%),Wind Dir(Deg),Wind Spd<m/s),Gust(m/s),GustTime,Solar Rad(W/§³),Pressure(hPa),Visibility(km),Rain(mm)
100,2010,14,500,-16.27,86.9,0,0,0,401,1.52,1028,12.58,0
100,2010,14,600,-16.73,86.4,0,0,0,501,1.073,1029,12.55,0
100,2010,14,700,-16.87,86.1,0,0,0,601,1.231,1029,12.51,0
100,2010,14,800,-17.33,86,0,0,0,701,4.718,1030,12.48,0
100,2010,14,900,-16.44,85.4,0,0,0,801,39.96,1030,12.47,0
100,2010,14,1000,-14.51,84.4,3.653,0.614,0.65,921,95.7,1030,14.5,0
100,2010,14,1100,-11.75,79.2,348.1,27.79,1.512,1041,231,1030,14.41,0
100,2010,14,1200,-9.26,72.4,316.7,28.22,1.875,1111,270.1,1029,14.35,0
100,2010,14,1300,-6.587,61.8,299.7,19.84,1.8,1249,293.5,1028,14.3,0
100,2010,14,1400,-5.655,59.24,310.3,19.89,2.825,1338,308.8,1028,14.26,0
100,2010,14,1500,-4.42,56.43,325.3,26.09,2.475,1449,340.7,1028,14.22,0
100,2010,14,1600,-3.646,54.4,326.3,23.66,3.05,1554,269.6,1028,14.19,0
100,2010,14,1700,-3.856,57.94,323.4,21.56,3.05,1604,130.1,1027,14.19,0
100,2010,14,1800,-5.077,63.95,345.1,11.46,1.05,1703,14.11,1027,13.6,0
100,2010,14,1900,-6.11,69.86,347.5,2.397,0.325,1857,1.112,1027,13.42,0
100,2010,14,2000,-7.15,75.3,0,0,0,1901,1.441,1027,13.28,0
100,2010,14,2100,-7.33,75.2,34.44,2.859,0.487,2042,1.381,1028,13.15,0
100,2010,14,2200,-7.86,77.1,325,1.741,0.612,2158,1.388,1028,13.02,0
100,2010,14,2300,-7.47,75.8,0,0,0,2201,1.327,1028,12.91,0
100,2010,14,2400,-7.65,76.3,0,0,0,2301,0.353,1028,12.82,0
100,2010,15,100,-8.58,81,0,0,0,1,0.108,1028,12.75,0
100,2010,15,200,-9.01,81.4,0,0,0,101,0.101,1028,12.71,0
100,2010,15,300,-8.82,83.3,18.29,15.64,2.662,238,0.121,1028,12.69,0
100,2010,15,400,-8.48,81.3,45.2,0.078,1.35,301,0.094,1027,12.66,0
100,2010,15,500,-8.19,83.2,0,0,0,401,0.094,1027,12.64,0
100,2010,15,600,-7.94,85.7,329.2,1.712,1.3,536,0.144,1028,12.61,0
100,2010,15,700,-7.58,87.5,343.6,10.7,1.087,639,0.151,1028,12.58,0
100,2010,15,800,-7.47,88.8,350.7,1.817,0.85,709,0.941,1029,12.55,0
100,2010,15,900,-7.13,89.1,307.5,2.046,1.65,832,26.88,1030,12.53,0
100,2010,15,1000,-6.237,86.2,0,0,0,901,81.8,1030,12.55,0
100,2010,15,1100,-5.021,85,343.2,6.055,1.362,1007,189,1031,14.27,0
100,2010,15,1200,-3.511,81.9,349.6,23.63,2.375,1122,285.6,1030,14.22,0
100,2010,15,1300,-2.09,76.1,321.4,12.38,2.712,1214,323.4,1030,14.17,0.3
100,2010,15,1400,-0.458,67.26,319.1,30.42,2.862,1350,319.1,1030,14.13,0.2
100,2010,15,1500,-0.01,67.29,321.8,43.05,2.737,1425,194.2,1030,14.12,0.2
100,2010,15,1600,-0.103,71.6,270.8,7.78,0.55,1521,134.7,1031,14.12,0.2
100,2010,15,1700,0.038,65.78,309.1,7.3,2.737,1700,102.5,1031,14.11,0.1
100,2010,15,1800,-1.081,63.7,311.8,8.9,2.862,1703,9.52,1031,13.54,0
100,2010,15,1900,-1.822,64.43,342.2,14.8,2.1,1845,0.091,1032,13.36,0
100,2010,15,2000,-2.678,65.39,334.8,30.66,3.4,1954,0.141,1033,13.22,0
100,2010,15,2100,-3.461,70.4,330.9,16.41,2.375,2001,0.087,1033,13.09,0
100,2010,15,2200,-4.515,75.9,0,0,0,2101,0.111,1033,12.97,0
100,2010,15,2300,-6.064,81.7,0,0,0,2201,0.128,1033,12.86,0
100,2010,15,2400,-7.01,83,0,0,0,2301,0.118,1033,12.78,0
100,2010,16,100,-7.35,78.3,15.36,3.543,0.8,21,0.104,1033,12.73,0
100,2010,16,200,-8.96,85.2,0,0,0,101,0.141,1033,12.69,0
100,2010,16,300,-8.84,79.4,0,0,0,201,0.094,1033,12.66,0
100,2010,16,400,-10.82,85.8,0,0,0,301,0.091,1033,12.63,0
100,2010,16,500,-10.84,89.6,0,0,0,401,0.104,1033,12.59,0
100,2010,16,600,-11.53,89.7,0,0,0,501,0.134,1034,12.57,0
100,2010,16,700,-12.82,90.3,0,0,0,601,0.121,1034,12.54,0
100,2010,16,800,-13.16,90.6,0,0,0,701,2.844,1034,12.5,0
100,2010,16,900,-13.58,89.8,0,0,0,801,32.09,1035,12.48,0
100,2010,16,1000,-10.52,87,354.5,2.805,0.362,957,182.9,1035,14.4,0
100,2010,16,1100,-7.85,81.2,286.2,0.006,0.625,1036,308.6,1035,14.33,0.1
100,2010,16,1200,-4.585,59.94,313.6,27.04,2.85,1158,424.7,1034,14.24,0.2
100,2010,16,1300,-3.193,43.93,298,28.53,2.562,1244,483.9,1033,14.18,0.5
100,2010,16,1400,-1.789,33.78,304.6,36.75,3.475,1323,473.9,1033,14.14,0.4
100,2010,16,1500,-0.805,31.43,309.4,35.34,3.325,1452,410.3,1033,14.1,0.2
100,2010,16,1600,-0.094,28.42,322.3,36.91,3.337,1514,302.2,1032,14.08,0
100,2010,16,1700,-0.487,29.49,326.4,34.8,2.325,1610,165.4,1033,13.92,0
100,2010,16,1800,-2.005,37.36,348.2,15.95,2.012,1704,26.66,1032,13.56,0
100,2010,16,1900,-3.285,44.46,51.79,5.683,0.812,1833,0.027,1033,13.38,0
100,2010,16,2000,-4.649,49.21,178.1,2.119,1.075,1913,0.027,1033,13.23,0
100,2010,16,2100,-5.524,51.31,0,0,0,2001,0.044,1033,13.11,0
100,2010,16,2200,-6.68,57.53,153.4,0.008,0.837,2111,0.067,1034,12.98,0
100,2010,16,2300,-7.66,63.97,0,0,0,2201,0.104,1034,12.87,0
100,2010,16,2400,-7.84,64.14,0,0,0,2301,0.108,1034,12.78,0
100,2010,17,100,-8.42,66.67,0,0,0,1,0.148,1034,12.72,0
100,2010,17,200,-9.43,71.9,27.56,1.969,1.137,122,0.175,1034,12.68,0
100,2010,17,300,-10.21,77.4,195.9,1.098,1.25,227,0.071,1034,12.65,0
100,2010,17,400,-11.07,82.2,0,0,0,301,0.134,1034,12.63,0
100,2010,17,500,-11.97,84.7,184,0,0.212,430,0.118,1034,12.59,0
100,2010,17,600,-12.65,87.4,0,0,0,501,0.148,1034,12.56,0
100,2010,17,700,-13.01,88.3,0,0,0,601,0.108,1034,12.53,0
100,2010,17,800,-13.67,88.9,0,0,0,701,2.952,1035,12.5,0
100,2010,17,900,-12.61,89.6,0,0,0,801,37.18,1035,12.48,0
100,2010,17,1000,-9.71,81.6,0,0,0,901,183,1036,14.4,0
100,2010,17,1100,-7.52,71.1,312.6,19.63,1.9,1040,310.1,1036,14.33,0
100,2010,17,1200,-5.01,63.79,319.8,22.34,2.187,1129,400.4,1035,14.25,0
100,2010,17,1300,-2.499,53.78,318.4,28.5,1.962,1208,446.8,1034,14.18,0.1
100,2010,17,1400,-0.031,33.73,307.3,19.74,2.912,1321,438.9,1033,14.12,0.2
100,2010,17,1500,1.135,34.96,316.2,47.2,2.3,1406,382.2,1033,14.07,0.5
100,2010,17,1600,1.683,37.38,300,39.35,1.925,1557,270.6,1033,14.03,0.1
100,2010,17,1700,1.57,39.98,342.2,40.11,1.662,1632,132.8,1033,14.03,0
100,2010,17,1800,-0.216,46.49,281.3,0,0.412,1705,18.97,1032,13.54,0
100,2010,17,1900,-1.71,49.95,37.4,0,0.575,1806,0.04,1032,13.36,0
100,2010,17,2000,-2.494,53.17,0,0,0,1901,0.04,1032,13.22,0
100,2010,17,2100,-3.393,57.04,0,0,0,2001,0.067,1032,13.09,0
100,2010,17,2200,-4.854,64.85,0,0,0,2101,0.108,1032,12.97,0
100,2010,17,2300,-5.546,69.39,181.8,1.755,0.887,2215,0.087,1031,12.86,0
100,2010,17,2400,-6.497,73.9,0,0,0,2301,0.121,1031,12.78,0
100,2010,18,100,-7.17,77.6,0,0,0,1,0.108,1031,12.72,0
100,2010,18,200,-7.81,81.9,0,0,0,101,0.118,1031,12.68,0
100,2010,18,300,-8.62,84.7,0,0,0,201,0.121,1031,12.65,0
100,2010,18,400,-9.19,88.1,0,0,0,301,0.091,1031,12.62,0
100,2010,18,500,-9.59,89.5,0,0,0,401,0.141,1031,12.59,0
100,2010,18,600,-9.67,90.1,0,0,0,501,0.145,1032,12.56,0
100,2010,18,700,-10.28,90.9,16.15,0.008,0.462,654,0.158,1033,12.53,0
100,2010,18,800,-10.25,91.4,18.36,0.009,0.212,702,2.746,1033,12.51,0
100,2010,18,900,-10.13,89.7,183.9,15.81,2.712,857,51.66,1033,12.49,0
100,2010,18,1000,-7.76,85.3,0,0,0,901,161.2,1033,14.35,0
100,2010,18,1100,-4.394,74.6,0,0,0,1001,292.9,1033,14.25,0.1
100,2010,18,1200,-1.044,64.1,315.3,15.53,1.837,1155,388.5,1032,14.14,0.1
100,2010,18,1300,1.288,57.32,315.5,20.6,2.662,1251,430.2,1031,14.09,0.6
100,2010,18,1400,2.748,52.37,322,20.57,2.725,1310,307.8,1031,14.05,0.5
100,2010,18,1500,3.574,51.63,327.7,20.33,1.887,1446,191.6,1030,14.04,0
100,2010,18,1600,4.338,51.58,336.4,20.71,2.175,1540,167.3,1030,14.03,0
100,2010,18,1700,3.206,59.36,338.6,12.88,1.462,1603,73.3,1030,13.68,0
100,2010,18,1800,2.164,63.95,44.62,10.59,0.912,1721,11.93,1031,13.44,0
100,2010,18,1900,1.609,66.75,349.8,2.447,0.787,1854,0.087,1031,13.28,0
100,2010,18,2000,0.494,71.8,0,0,0,1901,0.118,1031,13.15,0
100,2010,18,2100,0.092,71.5,0,0,0,2001,0.131,1032,13.03,0
100,2010,18,2200,-0.611,73.6,0,0,0,2101,0.087,1032,12.92,0
100,2010,18,2300,-1.214,75.7,323.1,0,0.987,2253,0.104,1032,12.83,0
100,2010,18,2400,-1.615,77,359.9,0.007,0.4,2306,0.175,1031,12.78,0
100,2010,19,100,-3.487,84.4,0,0,0,1,0.104,1031,12.74,0
100,2010,19,200,-4.396,90.1,0,0,0,101,0.097,1030,12.71,0
100,2010,19,300,-4.445,91.2,0,0,0,201,0.101,1031,12.68,0
100,2010,19,400,-5.232,92.1,0,0,0,301,0.097,1031,12.65,0
100,2010,19,500,-4.955,92.5,349.3,9.51,0.462,432,0.094,1030,12.62,0
100,2010,19,600,-4.666,90.3,15.53,1.847,0.6,525,0.111,1031,12.6,0
100,2010,19,700,-5.961,92.6,0,0,0,601,0.074,1031,12.57,0
100,2010,19,800,-5.253,93.7,0,0,0,701,3.675,1031,12.55,0
100,2010,19,900,-5.102,93.2,0,0,0,801,46.91,1031,12.54,0
100,2010,19,1000,-3.709,89.2,325.6,7.89,1.262,927,164.9,1031,13.78,0
100,2010,19,1100,-1.039,81.2,326,9.5,1.975,1041,251.2,1031,14.18,0
100,2010,19,1200,1.438,72.6,342.4,25.9,2.675,1140,355.6,1030,14.09,0
100,2010,19,1300,3.431,64.74,325.9,21.72,2.937,1227,380.1,1028,14.01,0
100,2010,19,1400,3.725,63.24,323.7,14.33,2.437,1353,247.4,1027,13.99,0
100,2010,19,1500,4.731,58.79,315.9,13.5,2.325,1431,225.6,1026,13.96,0
100,2010,19,1600,6.017,54.72,0,0,0,1501,121.8,1026,13.78,0
100,2010,19,1700,5.861,54.36,0,0,0,1601,19.54,1026,13.43,0
100,2010,19,1800,5.453,55.29,0,0,0,1701,1.538,1025,13.25,0
100,2010,19,1900,5.19,56.66,0,0,0,1801,0.054,1026,13.11,0
100,2010,19,2000,4.314,64.08,0,0,0,1901,0.067,1025,13,0
100,2010,19,2100,4.218,67.21,0,0,0,2001,0.067,1025,12.9,0
100,2010,19,2200,3.911,68.31,179,0.004,0.35,2200,0.081,1025,12.83,0
100,2010,19,2300,3.737,69.55,204.4,0.097,0.625,2201,0.107,1025,12.79,0
100,2010,19,2400,3.945,66.92,0,0,0,2301,0.111,1024,12.76,0
100,2010,20,100,4.111,65.87,0,0,0,1,0.087,1024,12.74,0
100,2010,20,200,3.603,72.7,198.1,1.418,2.55,159,0.118,1024,12.72,0.1
100,2010,20,300,2.916,83,0,0,0,201,0.45,1024,12.7,0.2
100,2010,20,400,2.606,91.6,0,0,0,301,0.212,1023,12.67,0.1
100,2010,20,500,2.284,93.7,0,0,0,401,0.201,1022,12.64,0.2
100,2010,20,600,2.384,94.7,0,0,0,501,0.067,1022,12.62,0.6
100,2010,20,700,2.777,95.3,0,0,0,601,0.101,1021,12.61,1.9
100,2010,20,800,3.026,95.6,0,0,0,701,0.591,1021,12.59,1.3
100,2010,20,900,3.457,95.8,0,0,0,801,7.04,1020,12.59,1.6
100,2010,20,1000,4.078,95.9,0,0,0,901,21.57,1019,12.59,1.8
100,2010,20,1100,4.878,95.9,0,0,0,1001,32.08,1018,12.6,1.6
100,2010,20,1200,5.127,95.8,35.78,10.79,0.437,1131,58.85,1016,12.78,1.8
100,2010,20,1300,5.635,95.8,0,0,0,1201,40.21,1015,13.02,1.7
100,2010,20,1400,6.301,95.9,0,0,0,1301,35.68,1014,12.9,0.9
100,2010,20,1500,6.509,95.9,342.6,0.007,0.712,1431,24.62,1014,12.78,0.2
100,2010,20,1600,6.073,96,27.35,0.008,0.225,1534,14.88,1015,12.7,0
100,2010,20,1700,7.32,96.1,192.7,7.38,0.925,1611,15.94,1015,12.64,0
100,2010,20,1800,7.58,96.2,0,0,0,1701,5.845,1015,12.62,0
100,2010,20,1900,7.4,96.3,0,0,0,1801,0.064,1015,12.62,0
100,2010,20,2000,7.36,96.3,0,0,0,1901,0.097,1015,12.62,0.1
100,2010,20,2100,6.285,96.3,0,0,0,2001,0.101,1015,12.61,0
100,2010,20,2200,6.713,96.4,316.9,13.69,1.75,2157,0.057,1015,12.6,0.4
100,2010,20,2300,6.783,96.4,327.9,21.25,1.737,2242,0.071,1015,12.6,0.8
100,2010,20,2400,6.437,96.4,339.1,25.88,4.25,2344,0.131,1015,12.6,1.7
100,2010,21,100,4.876,96.6,332.1,34.29,3.387,25,0.114,1016,12.6,1.8
100,2010,21,200,3.392,96.6,322.4,24.82,5.9,151,0.168,1016,12.59,2.6
100,2010,21,300,2.517,94.1,336.8,41.04,5.362,220,0.131,1017,12.58,0.3
100,2010,21,400,1.353,90.2,325.5,49.72,5.45,318,0.134,1018,12.57,0
100,2010,21,500,0.523,84.6,339.6,56.46,5.787,450,0.114,1018,12.56,0
100,2010,21,600,-0.072,79.1,344.3,41.81,5.412,508,0.05,1018,12.56,0
100,2010,21,700,-0.729,78.6,345.1,39.2,3.337,616,0.067,1019,12.55,0
100,2010,21,800,-1.299,78.9,349.7,45.54,3.237,755,1.555,1021,12.54,0
100,2010,21,900,-2.035,72.5,345.6,1.925,4.637,833,40.32,1022,12.54,0
100,2010,21,1000,-2.115,68.14,0,0,0,901,203,1023,14.16,0
100,2010,21,1100,-1.773,65.9,0,0,0,1001,362,1024,14.13,0
100,2010,21,1200,-1.64,64.05,0,0,0,1101,456.6,1024,14.12,0
100,2010,21,1300,-1.278,61.5,334.1,21.48,4.662,1246,512.4,1023,14.1,0
100,2010,21,1400,-0.716,55.29,313.5,34.64,3.95,1350,505.2,1023,14.09,0
100,2010,21,1500,-0.522,50.99,319.7,32.51,4.275,1454,440.8,1023,14.08,0
100,2010,21,1600,-0.766,50.95,323.8,36.08,4.987,1541,328.6,1023,14.08,0
100,2010,21,1700,-1.831,52.86,319.4,27.19,4.537,1619,171,1024,14.08,0
100,2010,21,1800,-3.286,56.6,355.7,34.67,3.225,1715,25.71,1025,13.52,0
100,2010,21,1900,-4.205,60.1,0,0,0,1801,0.027,1026,13.32,0
100,2010,21,2000,-4.464,62.68,0,0,0,1901,0.013,1027,13.18,0
100,2010,21,2100,-4.75,62.71,0,0,0,2001,0.02,1027,13.05,0
100,2010,21,2200,-4.698,63.54,0,0,0,2101,0.02,1028,12.94,0
100,2010,21,2300,-5.264,70.6,0,0,0,2201,0.017,1028,12.85,0
100,2010,21,2400,-5.066,71.1,0,0,0,2301,0.03,1028,12.78,0
100,2010,22,100,-5.462,69.06,0,0,0,1,0.044,1028,12.75,0
100,2010,22,200,-5.789,70.6,0,0,0,101,0.03,1029,12.72,0
100,2010,22,300,-5.663,72.2,0,0,0,201,0.037,1028,12.7,0
100,2010,22,400,-6.052,74,0,0,0,301,0.01,1028,12.68,0
100,2010,22,500,-6.63,76.3,0,0,0,401,0.047,1028,12.67,0
100,2010,22,600,-7.14,80.1,0,0,0,501,0.044,1028,12.65,0
100,2010,22,700,-7.22,80.1,0,0,0,601,0.04,1029,12.63,0
100,2010,22,800,-7.6,78.8,0,0,0,701,4.2,1029,12.61,0
100,2010,22,900,-7.37,79.3,0,0,0,801,61.43,1030,12.61,0
100,2010,22,1000,-6.451,74.1,0,0,0,901,173.5,1030,14.33,0
100,2010,22,1100,-5.449,64.08,0,0,0,1001,338.1,1030,14.26,0
100,2010,22,1200,-3.909,43.6,0,0,0,1101,451.1,1029,14.22,0
100,2010,22,1300,-2.99,34.84,0,0,0,1201,511.5,1028,14.19,0
100,2010,22,1400,-1.99,37.41,13.08,12.52,2.525,1357,517.7,1027,14.16,0
100,2010,22,1500,-1.033,39.03,319.7,43.78,3.75,1458,434.9,1026,14.12,0
100,2010,22,1600,-1.085,42.51,321.4,39.84,3.462,1501,266.6,1026,14.12,0
100,2010,22,1700,-1.382,45.48,339.3,44.13,3.825,1646,175.5,1027,14.12,0
100,2010,22,1800,-2.47,49.41,337.6,42.68,3.412,1737,28.19,1027,13.56,0
100,2010,22,1900,-3.377,55.43,324,45.32,3.962,1851,0.044,1028,13.37,0
100,2010,22,2000,-4.285,60.73,317.3,23.18,3.7,1910,0,1028,13.22,0
100,2010,22,2100,-5.01,64.8,330.7,27.25,2.425,2015,0.003,1028,13.09,0
100,2010,22,2200,-5.853,69.61,350.8,24.79,0.512,2101,0.013,1028,12.97,0
100,2010,22,2300,-6.363,71.9,157.7,10.04,0.237,2238,0.02,1028,12.86,0
100,2010,22,2400,-7.17,76.2,183.3,4.538,0.3,2301,0.027,1028,12.78,0
100,2010,23,100,-7.65,83.8,191.1,2.959,0.262,19,0.047,1028,12.73,0
100,2010,23,200,-7.59,81.3,184.1,15.01,1.725,144,0.047,1028,12.69,0
100,2010,23,300,-7.32,85.3,191.2,18.1,0.8,209,0.044,1028,12.67,0
100,2010,23,400,-7.13,85.8,159.6,15.59,0.25,306,0.03,1027,12.65,0
100,2010,23,500,-7.78,87.4,180.8,0.004,0.35,441,0.064,1027,12.64,0
100,2010,23,600,-7.9,89.7,161.4,1.29,0.237,506,0.06,1026,12.61,0
100,2010,23,700,-8.79,91.5,183.5,2.566,0.225,608,0.044,1027,12.59,0
100,2010,23,800,-9.29,92.8,200.7,0.011,0.237,723,3.304,1027,12.57,0
100,2010,23,900,-9.12,92.7,0,0,0,801,54.97,1027,12.57,0
100,2010,23,1000,-6.091,84.3,69.99,5.24,0.837,955,209.2,1028,14.33,0
100,2010,23,1100,-4.181,63.37,340,80.1,2.3,1031,366.2,1028,14.24,0
100,2010,23,1200,-3.273,59.77,288.7,78.9,2.8,1135,422.2,1027,14.19,0
100,2010,23,1300,-1.928,52.95,332.2,51.34,5.45,1258,529.6,1026,14.14,0
100,2010,23,1400,-1.063,49.53,323.3,31.71,4.737,1352,499.9,1026,14.12,0
100,2010,23,1500,-0.366,48.52,321.1,30.23,4.075,1402,422.4,1025,14.1,0
100,2010,23,1600,-0.02,48.28,324.6,41.51,3.45,1528,322.2,1026,14.08,0
100,2010,23,1700,-0.437,51.11,317.7,27.12,3.75,1620,166.3,1026,14.08,0
100,2010,23,1800,-1.491,55.98,344.2,34.39,2.537,1701,23.63,1026,13.56,0
100,2010,23,1900,-2.573,61.07,20.25,27.47,1.15,1802,0.04,1026,13.37,0
100,2010,23,2000,-2.925,63.78,54.3,18.25,1.287,1905,0,1026,13.23,0
100,2010,23,2100,-4.244,70.4,99.8,28.6,0.912,2012,0.007,1027,13.09,0
100,2010,23,2200,-5.134,76.2,175.2,25.15,0.937,2153,0.027,1027,12.98,0
100,2010,23,2300,-5.816,81,159.6,12.92,1.1,2214,0.05,1027,12.86,0
100,2010,23,2400,-6.168,83.1,172.7,10.68,1.187,2317,0.034,1027,12.78,0
100,2010,24,100,-5.533,85.6,198.1,3.841,0.387,14,0.044,1027,12.74,0
100,2010,24,200,-4.979,87,284.8,27.62,0.925,156,0.027,1027,12.72,0
100,2010,24,300,-4.615,83.5,20.38,48.02,0.812,203,0.01,1026,12.7,0
100,2010,24,400,-4.378,82.8,18.54,14.2,0.75,317,0.007,1026,12.68,0
100,2010,24,500,-4.374,85.4,7.77,8.75,0.887,428,0.013,1026,12.66,0
100,2010,24,600,-5.223,87.1,0,0,0,501,0.044,1025,12.64,0
100,2010,24,700,-5.688,90.7,0,0,0,601,0.074,1026,12.61,0
100,2010,24,800,-6.133,91.6,208.4,3.58,1.075,757,3.991,1025,12.59,0
100,2010,24,900,-6.138,93.1,207,6.7,0.637,835,59.65,1025,12.59,0
100,2010,24,1000,-3.599,85.1,205,17.6,1.6,1000,189.7,1026,14.26,0
100,2010,24,1100,-1.101,71.9,194,27.5,2.787,1049,347.4,1025,14.17,0
100,2010,24,1200,1.196,63.4,190.5,28.99,3.825,1200,462.7,1024,14.1,0
100,2010,24,1300,2.496,59.91,214.6,36.88,4.375,1236,432.1,1024,14.05,0
100,2010,24,1400,3.094,58.71,212,44.75,6,1356,414.9,1023,14.01,0
100,2010,24,1500,3.022,62.12,214.1,36.28,4.862,1432,279.8,1023,14.01,0
100,2010,24,1600,3.504,60.47,219.3,29.37,5.537,1528,274.5,1022,13.99,0
100,2010,24,1700,3.092,62.19,208.2,29.58,4.25,1603,92.7,1022,13.66,0
100,2010,24,1800,2.437,65.49,197.5,42.4,2.112,1724,15.54,1021,13.41,0
100,2010,24,1900,1.1,71.4,171.4,9.03,0.825,1830,0.094,1021,13.24,0
100,2010,24,2000,0.058,75.8,0,0,0,1901,0.151,1021,13.11,0
100,2010,24,2100,-0.282,78,0,0,0,2001,0.312,1021,12.99,0
100,2010,24,2200,-0.831,82.1,184.5,0,0.512,2200,0.574,1021,12.89,0
100,2010,24,2300,-0.777,83,158.7,6.249,0.762,2201,0.594,1021,12.81,0
100,2010,24,2400,-0.322,82.6,0,0,0,2301,0.521,1021,12.77,0
100,2010,25,100,-0.809,84.5,0,0,0,1,0.252,1020,12.74,0
100,2010,25,200,0.238,82.8,176.2,12.33,1.7,145,0.171,1020,12.72,0
100,2010,25,300,1.846,77,204.6,34.51,2.575,242,0.067,1020,12.71,0
100,2010,25,400,2.396,75.3,221.6,30.38,2.587,327,0.067,1019,12.69,0
100,2010,25,500,2.142,76.4,215.3,19.19,2.75,405,0.057,1019,12.67,0
100,2010,25,600,1.663,79.1,203.8,12.17,2.875,555,0.06,1019,12.66,0
100,2010,25,700,1.744,78.3,228.3,35.35,2.3,606,0.037,1020,12.64,0
100,2010,25,800,1.494,74.5,257.3,41.16,2.037,759,3.819,1021,12.62,0
100,2010,25,900,1.932,62.58,229,20.67,2.612,844,57.99,1022,12.62,0
100,2010,25,1000,2.184,61.83,301.3,63.28,3.775,953,160.8,1023,14.11,0
100,2010,25,1100,0.86,64.61,329.5,31.99,6.1,1057,319.5,1025,14.08,0
100,2010,25,1200,0.524,46.76,323.4,34.01,5.312,1116,467.3,1024,14.06,0
100,2010,25,1300,0.678,31.88,319.3,32.04,6.662,1248,551.1,1024,14.05,0
100,2010,25,1400,0.966,31.6,326.5,35.05,4.625,1326,542,1024,14.02,0
100,2010,25,1500,0.549,36.85,330.2,35.56,5.6,1440,478.2,1025,14.02,0
100,2010,25,1600,-0.153,40.11,323.8,40.99,5.025,1514,358.9,1026,14.02,0
100,2010,25,1700,-1.057,42.25,338.9,53.8,5.175,1604,202.2,1027,13.96,0
100,2010,25,1800,-2.737,49.2,333.6,34.12,3.387,1711,34.14,1028,13.59,0
100,2010,25,1900,-3.848,52.95,344.8,41.14,3.375,1822,0.158,1029,13.4,0
100,2010,25,2000,-4.412,55.18,344.8,35.05,2.112,2000,0.185,1030,13.25,0
100,2010,25,2100,-4.607,55.06,337.2,41.45,2.75,2010,0.121,1030,13.12,0
100,2010,25,2200,-4.936,56,236.3,60.85,2.912,2153,0.165,1030,13,0
100,2010,25,2300,-5.363,59.26,213,28.46,2.637,2253,0.151,1030,12.89,0
100,2010,25,2400,-5.56,60.02,224.9,16.84,2.112,2303,0.155,1031,12.8,0
100,2010,26,100,-6.335,65.55,264,91.5,2.212,45,0.202,1031,12.74,0
100,2010,26,200,-6.855,70.2,33.85,53.33,1.412,155,0.128,1031,12.69,0
100,2010,26,300,-7.16,66.13,357.7,51.23,2.375,250,0.155,1032,12.67,0
100,2010,26,400,-7.87,60.18,24.06,41.63,1.537,307,0.131,1032,12.64,0
100,2010,26,500,-9.05,65.08,151.3,26.93,0.75,401,0.097,1032,12.61,0
100,2010,26,600,-9.68,68.27,251.3,23.51,0.562,539,0.208,1032,12.59,0
100,2010,26,700,-10.61,75.9,189.8,11.68,1.975,656,0.423,1033,12.55,0
100,2010,26,800,-10.18,76.1,183.7,13.2,1.6,708,4.678,1033,12.53,0
100,2010,26,900,-9.79,76.9,178.2,8.2,0.787,829,50.34,1034,12.52,0
100,2010,26,1000,-5.759,49.16,211.2,18.64,2.3,947,253.1,1034,14.31,0
100,2010,26,1100,-4.724,40.95,233.1,35.6,2.762,1033,390.6,1034,14.23,0
100,2010,26,1200,-2.557,39.41,238.1,56.05,2.337,1101,490.3,1033,14.16,0
100,2010,26,1300,-0.691,40.26,282.7,66.74,2.7,1258,546.1,1032,14.09,0
100,2010,26,1400,0.187,42.32,314.8,46.36,3.612,1340,536,1031,14.06,0
100,2010,26,1500,1.257,38.45,312.6,53.99,2.5,1404,466.9,1031,14.02,0
100,2010,26,1600,2.357,37.44,277.9,48.08,2.862,1544,351.9,1030,13.98,0
100,2010,26,1700,2.486,40.06,328.8,42.11,3.612,1609,198.1,1030,13.97,0
100,2010,26,1800,0.823,49.02,349.6,24.75,1.275,1710,35.04,1030,13.55,0
100,2010,26,1900,-0.64,53.11,78,11.38,0.9,1834,0.346,1030,13.36,0
100,2010,26,2000,-1.88,57.78,60.37,0.643,0.262,1902,0.262,1030,13.21,0
100,2010,26,2100,-2.749,62.26,178.9,2.023,0.862,2059,0.289,1030,13.09,0
100,2010,26,2200,-3.536,68.36,154.5,11.39,0.887,2150,0.205,1029,12.97,0
100,2010,26,2300,-4.807,75.5,0,0,0,2201,0.538,1029,12.86,0
100,2010,26,2400,-5.357,80,58.39,15.3,0.95,2316,0.84,1028,12.78,0
100,2010,27,100,-6.166,85.4,198.8,7.47,2.487,49,1.166,1028,12.73,0
100,2010,27,200,-6.567,86.3,156.8,2.226,1.037,120,1.744,1027,12.69,0
100,2010,27,300,-6.96,89,0,0,0,201,1.445,1027,12.67,0
100,2010,27,400,-6.918,86.7,0,0,0,301,1.29,1026,12.64,0
100,2010,27,500,-7.57,89.6,0,0,0,401,1.122,1025,12.62,0
100,2010,27,600,-7.25,89.2,0,0,0,501,1.179,1025,12.59,0
100,2010,27,700,-7.84,91.1,0,0,0,601,0.89,1025,12.57,0
100,2010,27,800,-8.04,91.7,0,0,0,701,4.16,1024,12.54,0
100,2010,27,900,-7.28,91.5,0,0,0,801,54.44,1024,12.53,0
100,2010,27,1000,-4.661,81.9,330.2,39.3,1.387,957,204.4,1023,14.29,0
